id,year,month,day,hr,min,sec,Lat,Lon,depth,Mw,time_date
1109,2020,8,31,19,43,42,28.39,105.04,7,3.1,31/8/2020 19:43
1110,2020,9,8,13,30,14,27.12,103.1,6,3.8,8/9/2020 13:30
1111,2020,9,16,15,3,7,28.45,104.8,6,3.4,16/9/2020 15:03
1112,2020,9,22,18,45,26,30.05,103.01,30,3.1,22/9/2020 18:45
1113,2020,9,24,17,41,11,30.54,101.54,4,3.1,24/9/2020 17:41
1114,2020,9,25,21,42,39,32.07,105.17,18,3.1,25/9/2020 21:42
1115,2020,9,26,4,34,8,28.09,105.08,16,3.8,26/9/2020 4:34
1116,2020,9,26,20,40,35,30.99,103.53,14,3.4,26/9/2020 20:40
1117,2020,9,30,2,49,11,28.08,104.16,13,3.4,30/9/2020 2:49
1118,2020,10,8,6,41,5,31.57,103.04,17,3,8/10/2020 6:41
1119,2020,10,8,21,53,0,32.06,104.55,13,3.2,8/10/2020 21:53
1120,2020,10,19,23,43,42,28.19,104.73,8,3.3,19/10/2020 23:43
1121,2020,10,21,12,4,47,31.84,104.2,8,4.5,21/10/2020 12:04
1122,2020,10,22,11,3,37,31.83,104.18,20,4.8,22/10/2020 11:03
1123,2020,10,25,2,4,32,31.86,104.18,18,3.8,25/10/2020 2:04
1124,2020,10,28,11,54,31,29.51,104.54,2,3.3,28/10/2020 11:54
1125,2020,10,29,4,52,46,27.14,103.93,10,3.2,29/10/2020 4:52
1126,2020,10,31,14,38,8,32.09,105.17,18,3.5,31/10/2020 14:38
1127,2020,10,31,15,44,51,31.49,101,14,3,31/10/2020 15:44
1128,2020,11,7,8,23,29,28.19,104.74,5,3.6,7/11/2020 8:23
1129,2020,11,8,7,10,58,35.18,106.7,14,3.4,8/11/2020 7:10
1130,2020,11,13,3,18,12,28.18,104.72,7,4.3,13/11/2020 3:18
1131,2020,11,23,22,50,44,32.51,105.23,14,3,23/11/2020 22:50
1132,2020,12,5,22,58,12,32.29,104.95,19,3.1,5/12/2020 22:58
1133,2020,12,8,16,49,55,31.57,104.13,18,3.5,8/12/2020 16:49
1134,2020,12,12,11,47,56,28.36,104.95,7,3,12/12/2020 11:47
1135,2020,12,20,20,24,58,27.12,103.28,6,3,20/12/2020 20:24
1136,2020,12,22,5,38,32,31.37,103.87,23,3.1,22/12/2020 5:38
1137,2020,12,24,7,51,49,34.15,98.32,7,4.5,24/12/2020 7:51
1138,2020,12,24,21,6,22,35.96,100.1,9,3.1,24/12/2020 21:06
1139,2020,12,28,20,46,8,33.85,104.48,10,3.9,28/12/2020 20:46
